FileIndex,Category
unlabeled/00000.txt	OBAMA_PRIMARY2008
unlabeled/00004.txt	CLINTON_PRIMARY2008
unlabeled/00005.txt	CLINTON_PRIMARY2008
unlabeled/00006.txt	CLINTON_PRIMARY2008
unlabeled/00012.txt	CLINTON_PRIMARY2008
unlabeled/00014.txt	CLINTON_PRIMARY2008
unlabeled/00016.txt	CLINTON_PRIMARY2008
unlabeled/00021.txt	CLINTON_PRIMARY2008
unlabeled/00030.txt	OBAMA_PRIMARY2008
unlabeled/00031.txt	CLINTON_PRIMARY2008
unlabeled/00035.txt	CLINTON_PRIMARY2008
unlabeled/00036.txt	GIULIANI_PRIMARY2008
unlabeled/00037.txt	MCCAIN_PRIMARY2008
unlabeled/00040.txt	CLINTON_PRIMARY2008
unlabeled/00047.txt	OBAMA_PRIMARY2008
unlabeled/00050.txt	OBAMA_PRIMARY2008
unlabeled/00053.txt	CLINTON_PRIMARY2008
unlabeled/00057.txt	OBAMA_PRIMARY2008
unlabeled/00060.txt	CLINTON_PRIMARY2008
unlabeled/00062.txt	OBAMA_PRIMARY2008
unlabeled/00072.txt	CLINTON_PRIMARY2008
unlabeled/00076.txt	SANTORUM_PRIMARY2012
unlabeled/00084.txt	OBAMA_PRIMARY2008
unlabeled/00088.txt	CLINTON_PRIMARY2008
unlabeled/00089.txt	CLINTON_PRIMARY2008
unlabeled/00091.txt	CLINTON_PRIMARY2008
unlabeled/00093.txt	OBAMA_PRIMARY2008
unlabeled/00100.txt	OBAMA_PRIMARY2008
unlabeled/00104.txt	OBAMA_PRIMARY2008
unlabeled/00114.txt	CLINTON_PRIMARY2008
unlabeled/00122.txt	CLINTON_PRIMARY2008
unlabeled/00132.txt	CLINTON_PRIMARY2008
unlabeled/00134.txt	THOMPSON_PRIMARY2008
unlabeled/00136.txt	CLINTON_PRIMARY2008
unlabeled/00143.txt	CLINTON_PRIMARY2008
unlabeled/00147.txt	OBAMA_PRIMARY2008
unlabeled/00148.txt	EDWARDS_PRIMARY2008
unlabeled/00151.txt	CLINTON_PRIMARY2008
unlabeled/00157.txt	THOMPSON_PRIMARY2008
unlabeled/00158.txt	OBAMA_PRIMARY2008
unlabeled/00174.txt	ROMNEY_PRIMARY2012
unlabeled/00176.txt	CLINTON_PRIMARY2008
unlabeled/00177.txt	CLINTON_PRIMARY2008
unlabeled/00180.txt	CLINTON_PRIMARY2008
unlabeled/00182.txt	CLINTON_PRIMARY2008
unlabeled/00183.txt	OBAMA_PRIMARY2008
unlabeled/00186.txt	CLINTON_PRIMARY2008
unlabeled/00187.txt	OBAMA_PRIMARY2008
unlabeled/00189.txt	CLINTON_PRIMARY2008
unlabeled/00198.txt	OBAMA_PRIMARY2008
unlabeled/00200.txt	CLINTON_PRIMARY2008
unlabeled/00203.txt	CLINTON_PRIMARY2008
unlabeled/00204.txt	CLINTON_PRIMARY2008
unlabeled/00207.txt	CLINTON_PRIMARY2008
unlabeled/00208.txt	OBAMA_PRIMARY2008
unlabeled/00216.txt	CLINTON_PRIMARY2008
unlabeled/00227.txt	OBAMA_PRIMARY2008
unlabeled/00237.txt	CLINTON_PRIMARY2008
unlabeled/00241.txt	OBAMA_PRIMARY2008
unlabeled/00242.txt	CLINTON_PRIMARY2008
unlabeled/00244.txt	RICHARDSON_PRIMARY2008
unlabeled/00245.txt	OBAMA_PRIMARY2008
unlabeled/00250.txt	OBAMA_PRIMARY2008
unlabeled/00255.txt	CLINTON_PRIMARY2008
unlabeled/00261.txt	CLINTON_PRIMARY2008
unlabeled/00267.txt	CLINTON_PRIMARY2008
unlabeled/00276.txt	CLINTON_PRIMARY2008
unlabeled/00279.txt	CLINTON_PRIMARY2008
unlabeled/00283.txt	CLINTON_PRIMARY2008
unlabeled/00285.txt	CLINTON_PRIMARY2008
unlabeled/00287.txt	EDWARDS_PRIMARY2008
unlabeled/00292.txt	CLINTON_PRIMARY2008
unlabeled/00295.txt	OBAMA_PRIMARY2008
unlabeled/00297.txt	OBAMA_PRIMARY2008
unlabeled/00301.txt	CLINTON_PRIMARY2008
unlabeled/00305.txt	CLINTON_PRIMARY2008
unlabeled/00308.txt	OBAMA_PRIMARY2008
unlabeled/00309.txt	OBAMA_PRIMARY2008
unlabeled/00311.txt	CLINTON_PRIMARY2008
unlabeled/00316.txt	CLINTON_PRIMARY2008
unlabeled/00323.txt	OBAMA_PRIMARY2008
unlabeled/00325.txt	OBAMA_PRIMARY2008
unlabeled/00326.txt	GINGRICH_PRIMARY2012
unlabeled/00327.txt	CLINTON_PRIMARY2008
unlabeled/00329.txt	CLINTON_PRIMARY2008
unlabeled/00331.txt	CLINTON_PRIMARY2008
unlabeled/00340.txt	CLINTON_PRIMARY2008
unlabeled/00344.txt	CLINTON_PRIMARY2008
unlabeled/00348.txt	CLINTON_PRIMARY2008
unlabeled/00349.txt	CLINTON_PRIMARY2008
unlabeled/00354.txt	CLINTON_PRIMARY2008
unlabeled/00355.txt	CLINTON_PRIMARY2008
unlabeled/00357.txt	CLINTON_PRIMARY2008
unlabeled/00359.txt	OBAMA_PRIMARY2008
unlabeled/00366.txt	OBAMA_PRIMARY2008
unlabeled/00369.txt	RICHARDSON_PRIMARY2008
unlabeled/00375.txt	OBAMA_PRIMARY2008
unlabeled/00376.txt	CLINTON_PRIMARY2008
unlabeled/00383.txt	CLINTON_PRIMARY2008
unlabeled/00387.txt	CLINTON_PRIMARY2008
unlabeled/00388.txt	CLINTON_PRIMARY2008
unlabeled/00398.txt	CLINTON_PRIMARY2008
unlabeled/00399.txt	SANTORUM_PRIMARY2012
unlabeled/00416.txt	CLINTON_PRIMARY2008
unlabeled/00422.txt	RICHARDSON_PRIMARY2008
unlabeled/00423.txt	CLINTON_PRIMARY2008
unlabeled/00424.txt	OBAMA_PRIMARY2008
unlabeled/00425.txt	CLINTON_PRIMARY2008
unlabeled/00426.txt	OBAMA_PRIMARY2008
unlabeled/00430.txt	CLINTON_PRIMARY2008
unlabeled/00437.txt	OBAMA_PRIMARY2008
unlabeled/00449.txt	CLINTON_PRIMARY2008
unlabeled/00454.txt	CLINTON_PRIMARY2008
